Case Number,Month,Day,Year,Country,Region,Attack Location,Provoked (Y/N),Injury Description,Fatal (Y/N),Victim_Gender,Activity,Investigator or Source
1940.03.31,Mar,31,1940,south africa,kwazulu-natal,"danger pool, winkelspruit, south coast",Unprovoked,"FATAL, right thigh & calf bitten ",y,m,Treading water,"G. Cawston;  H. Robson, M. Levine, GSAF"
1940.03.20,Mar,20,1940,australia,new south wales,gerringong,Unprovoked,Minor injuries to foot,n,m,Free diving for lobster,"Sydney Morning Herald, 3/21/1940; V.M. Coppleson (1962), p.251"
1940.02.22,Feb,22,1940,south africa,kwazulu-natal,"inyoni rocks, south coast",Unprovoked,"FATAL, left thigh & knee bitten ",y,m,Swimming,"H. Robson, M. Levine, GSAF "
1940.01.29,Jan,29,1940,australia,queensland,brisbane river,Unprovoked,Shoulder nipped,n,m,Dived into the water,"Morning Bulletin, 1/30/1929"
1940.01.23,Jan,23,1940,australia,new south wales,"north brighton, botany bay",Unprovoked,"FATAL, left leg severed  ",y,m,Swimming,"V.M. Coppleson (1958), p.69; A. Sharpe, pp.65-66"
1940.01.15,Jan,15,1940,australia,queensland,"surfers paradise, near southport",Unprovoked,Chest lacerated,n,m,Swimming,"V.M. Coppleson (1958), pp. 93 & 238"
1939.12.14,Dec,14,1939,australia,queensland,"rubbish dump creek, mackay",Unprovoked,"FATAL, left foot & right leg bitten, later surgically amputated  ",y,m,Swimming ,"Sydney Morning Herald, 12/15/1939; V.M. Coppleson (1958), p.238 "
1939.10.25.R,Oct,25,1939,australia,queensland,near restoration rock off portland roads,Unprovoked,"Both thighs were lacerated, recovered at Thursday Island hospital",n,m,"Free diving for trochus shell, swimming to dinghy","G.P. Whitley, p. 20; V.M. Coppleson  (1958), p. 99"
1939.09.27.R,Sep,27,1939,australia,torres strait,near mabuiag island,Unprovoked,"Leg severely bitten, surgically amputated",n,m,Pearl diving,"Cairns Post, 9/27/1939"
1939.07.16,Jul,16,1939,bahamas,andros islands,blue hole,Provoked,Minor injury to shoulder & back PROVOKED INCIDENT,n,m,"Dress diving, filming shark & pulling it through the water for a motion picture scene","Evening Sun (Baltimore), 7/31/1939; E.R.F. Johnson"
1939.07.14,Jul,14,1939,usa,texas,"west bay, 19 miles from galveston",Provoked,Leg bitten by snared shark PROVOKED INCIDENT,n,m,Seine netting,"Galveston Daily News, 7/20/1939, p.4"
1939.04.12.R,Apr,12,1939,papua new guinea,morobe province,bulolol,Unprovoked,FATAL,y,m,Dived for a coin,"Cairns Post, 4/12/1939"
1939.03.24,Mar,24,1939,papua new guinea,central province,port moresby,Unprovoked,"FATAL, leg severed just below hip ",y,m,Dived for a coin,"The Papuan Villager, March 1939; G.P. Whitley, p.21"
1939.02.26,Feb,26,1939,new zealand,north island,matakana river mouth,Provoked,Lacerations to left hand from hooked shark PROVOKED INCIDENT,n,m,Fishing,"Auckland Star, 2/28/1939"
1939.01.12,Jan,12,1939,australia,new south wales,clarence river,Unprovoked,No injury,n,m,Scooping prawns,"G.P. Whitley, p.264"
1938.12.27,Dec,27,1938,australia,new south wales,"north beach, belligen river",Unprovoked,"FATAL, thought to have been taken by a shark ",y,m,Swimming,"G.P. Whitley, p.264"
1938.08.29,Aug,29,1938,china,north china,"outer harbor, hong kong",Unprovoked,"FATAL, leg severed  ",y,m,Swimming alongside warship   Tsingt-ao,"New York Times (William Baker), 8/30/1938; [SAF Case #934]; V.M. Coppleson  (1958), p.257; A. MacCormick, p.134"
1938.08.18,Aug,18,1938,usa,california,near encino,Provoked,Lacerations to hand by hooked shark PROVOKED INCIDENT,n,m,Fishing,"Washington Post. 8/19/1938, p.24"
1938.07.18,Jul,18,1938,usa,south carolina,charleston,Unprovoked,Foot & ankle lacerated,n,m,Swimming,"Kingsport Times, 7/18/1938"
1938.07.17.R,Jul,17,1938,turkey,,,Provoked,Injured by harpooned shark PROVOKED INCIDENT,n,m,Fishing,"C. Moore, GSAF"
1938.07.17,Jul,17,1938,usa,california,dana point,Provoked,Leg bitten by gaffed shark PROVOKED INCIDENT,n,m,"Fishing, removing gaff from shark's mouth","L.A. Times, 7/18/1938 "
1938.07.12,Jul,12,1938,australia,torres strait,off bathurst island,Unprovoked,"FATAL, dragged out of diving helmet  ",y,m,"Hardhat diving from Japanese pearling lugger, Reiyo Maru","G.P. Whitley, p.264; V.M. Coppleson  (1958), p.244; Sydney Morning Herald, 7/12/1938"
1938.05.26,May,26,1938,costa rica,nicoya peninsula,,Unprovoked,"FATAL, pulled overboard by tuna, & bitten by shark ",y,m,Fishing,"V.M. Coppleson  (1958), p.259 "
1938.05.15,May,15,1938,iraq,basrah city,"ashar canal, where people wash clothes & kitchen pans",Unprovoked,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",n,m,"Swimming, naked",B.W. Coad & L.A.J. Al-Hassan
1938.03.21.R,Mar,21,1938,fiji,viti levu,singatoka river,Unprovoked,unknown,n,m,Wading,"Time Magazine, 3/21/1938"
1938.01.21,Jan,21,1938,australia,new south wales,tweed heads,Provoked,Thumb bitten by landed shark PROVOKED INCIDENT,n,m,Fishing,"Courier-Mail, 1/22/1938; Sydney Morning Herald 1/26/1938; Whitley, p.264"
1938.01.18,Jan,18,1938,south africa,kwazulu-natal,"vetchs pier, durban",Provoked,Leg bitten PROVOKED INCIDENT,n,m,"Watching seine netters with friends, one of whom picked up a netted shark","M. Levine, GSAF"
1938.01.14,Jan,14,1938,australia,new south wales,"lady martins beach, sydney harbor",Unprovoked,Superficial lacerations on feet & toes,n,m,Diving off jetty,"The Canberra Times, 1/15/1938"
1937.11.11,Nov,11,1937,australia,torres strait,ota reef,Unprovoked,FATAL,y,m,Diving for trochus,"J. Green, p.33; V.M. Coppleson  (1958), p.244"
1937.10.27.b,Oct,27,1937,australia,queensland,"kirra beach, coolangatta",Unprovoked,FATAL,y,m,Swimming ,"J. Green; V.M. Coppleson, pp.51, 81-84 & 234; A. Sharpe, pp.94-9 6; H. Edwards, pp.114-115"
1937.10.27.a,Oct,27,1937,australia,queensland,"kirra beach, coolangatta",Unprovoked,FATAL,y,m,Swimming ,"V.M. Coppleson, pp.51, 81-84 & 234;  A. Sharpe, pp.94-96; H. Edwards, pp.114-115  "
1937.10.24.c,Oct,24,1937,australia,new south wales,byron bay,Unprovoked,Tooth imprints on torso,n,m,Swimming near jetty,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234"
1937.10.24.a,Oct,24,1937,australia,new south wales,byron bay,Unprovoked,"No injury, repulsed shark",n,m,Surf skiing,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234"
1937.08.31,Aug,31,1937,australia,torres strait,"mabuiag island, between new guinea & australia",Unprovoked,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",n,m,"Diving from the lugger San, operated by the Protector of the Aborigines","The Maitland Daily Mercury, 8/31/1937"
1937.07.16.R,Jul,16,1937,australia,northern territory,elcho island,Unprovoked,FATAL,y,m,Pearl diving,"Mansfield News-Journal, 7/16/1937, p.11"
1937.06.15.b,Jun,15,1937,australia,new south wales,"wallamba river, near entrance to wallis lake",Provoked,Bitten by netted shark PROVOKED INCIDENT,n,m,"Fishing from launch, fell into net with shark","Sydney Morning Herald, 6/19/1937; V.M. Coppleson (1958) (in text); SAF Cases #549 & 550"
1937.06.15,Jun,15,1937,usa,texas,galveston,Unprovoked,FATAL,y,m,Swimming,"Amarillo Globe, 6/16/1937 "
1937.05.30,May,30,1937,usa,texas,galveston,Provoked,Leg nipped by hooked shark PROVOKED INCIDENT,n,m,Fishing,"Galveston Daily News, 6/1/1937"
1937.05.15,May,15,1937,australia,queensland,"ross river, townsville",Unprovoked,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",y,m,"Refused permission to cross on the ferry, he was swimming across the river","V.M. Coppleson (1958), pp.90 & 238"
1937.02.13,Feb,13,1937,australia,new south wales,"bar beach, newcastle",Unprovoked,"FATAL, buttocks, ankle & right elbow bitten ",y,m,Swimming,"V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF"
1937.01.27,Jan,27,1937,australia,new south wales,"lake conjola, near milton",Provoked,Bitten on forearm PROVOKED INCIDENT,n,m,Holding shark's tail ,"Northern Standard, 1/29/1937"
1936.12.30,Dec,30,1936,usa,hawaii,"honokohau, maui",Unprovoked,Thigh lacerated,n,m,"Diving, attempting to retrieve body of drowning victim wedged between rocks","J. Borg, p.71; L. Taylor (1993), pp.98-99"
1936.12.12,Dec,12,1936,australia,new south wales,"throsby creek, newcastle",Unprovoked,"FATAL, leg severed at knee",y,m,Swimming,"V.M. Coppleson (1958), p.234"
1936.11.27,Nov,27,1936,australia,torres strait,near thursday island,Provoked,Speared shark bit his hand PROVOKED INCIDENT,n,m,Spearfishing ,"Whitley, p.264; V.M. Coppleson (1958), p.244"
1936.08.24,Aug,24,1936,australia,torres strait,near mabuiag island,Unprovoked,Flexed right leg bitten,n,m,"Trochus diving, but floating on surface","G.P. Whitley, p.264; V.M. Coppleson (1958), p.244"
1936.07.25,Jul,25,1936,usa,massachusetts,"hollywood beach, just above mattapoisett harbor, buzzards bay",Unprovoked,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",y,m,Swimming crawl stroke,"B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35"
1936.06.26,Jun,26,1936,australia,torres strait,nepean island,Unprovoked,FATAL,y,m,"Diving for trochus , but swimming on surface","Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244"
1936.04.22,Apr,22,1936,australia,queensland,arlington reef near cairns,Unprovoked,"Arm & back bitten, heel lacerated",n,m,Diving for trochus,"Sydney Morning Herald, 4/23/1936"
1936.03.30,Mar,30,1936,usa,florida,miami,Provoked,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,n,m,Fishing,"NY Times, 4/1/1936, p.27, col.1"
1936.03.22,Mar,12,1936,australia,torres strait,"near shelburne bay, queenland",Unprovoked,Survived,n,m,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,"Coppleson (1958), p.244; The Argus, 4/9/1936"
1936.03.19,Mar,19,1936,australia,queensland,"near forbes island, barrier reef",Unprovoked,Right forearm lacerated,n,m,Diving for trochus,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244"
1936.02.23,Feb,23,1936,australia,new south wales,"angourie, near yamba",Provoked,Finger bitten PROVOKED INCIDENT,n,f,Touching the mouth of a supposedly dead shark,"Coppleson (1958), p. 176; G.P. Whitley, p.263"
1936.02.20..R,Feb,20,1936,australia,queensland,brisbane river,Unprovoked,"No injury, scull sank",n,m,Sculling,"Nevada State Journal, 5/2/1936"
1936.01.22,Jan,22,1936,australia,south australia,"west beach, near adelaide",Unprovoked,FATAL ,y,m,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared","Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF"
1935.11.13,Nov,13,1935,australia,torres strait,barrier reef near innisfail,Unprovoked,Back & arm gashed but survived,n,m,Diving?,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244"
1935.09.21,Sep,21,1935,usa,north carolina,"browns inlet on new river, onslow beach",Unprovoked,"FATAL, thigh bitten ",y,m,Swimming," F. Schwartz, p.23; C. Creswell, GSAF"
1935.08.26,Aug,26,1935,australia,queensland,"at flat top, near mackay",Unprovoked,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",y,m,"Fell overboard, hanging onto lifebuoy","V.M. Coppleson (1958), p.22; G. P. Whitley"
1935.08.13,Aug,13,1935,australia,torres strait,"near warrior reefs, queensland",Unprovoked,"FATAL, right buttock & thigh bitten ",y,m,Diving for beche-de-mer from lugger,"J. Green, p.33; V.M. Coppleson (1958), p.243"
1935.06.18,Jun,18,1935,usa,new jersey,50 miles offshore,Unprovoked,Arm lacerated by a shark that leapt onto boat ,n,m,"Fishing for bluefish, shark leapt into dory","NY Times, 6/19/1935, p.21 "
1935.05.19,May,19,1935,south africa,kwazulu-natal,"north pier, durban",Provoked,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",n,m,Put foot inside a landed & supposedly dead shark,"M. Levine, GSAF"
1935.05.12,May,12,1935,australia,torres strait,on edge of reef near warrior island,Unprovoked,3 gashes on hand & wrist,n,m,Pearl diving,"V.M. Coppleson (1958), pp.103 & 243"
1935.04.12.R,Apr,12,1935,,,,Unprovoked,Laceration to left leg,n,f,Diving,"Port Arthur News, 4/12/1935"
1935.03.30,Mar,30,1935,australia,queensland,barrier reef off mackay,Unprovoked,Buttocks injured by fin or a bump ,n,m,Diving from dinghy for trochus shell,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243"
1935.03.25.R,Mar,25,1935,south africa,kwazulu-natal,"north pier, durban",Provoked,Injury to foot    PROVOKED INCIDENT,n,m,Put foot inside mouth of supposedly dead shark,"Natal Coast Angler, 3/25/1935"
1935.03.20,Mar,20,1935,australia,torres strait,three mile reef off lizard island 50 miles north of cooktown,Unprovoked,Left thigh abraded & 3 fingers lacerated,n,m,"Pearl diving, but standing in the water","Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243"
1935.03.13,Mar,13,1935,australia,queensland,pimpana river,Provoked,Calf & shin bitten  PROVOKED INCIDENT,n,m,Hauling in net with shark in it,G.P. Whitley
1935.03.11,Mar,11,1935,australia,new south wales,newcastle,Unprovoked,Abrasions to shins,n,m,Surfing,"Sydney Morning Herald, 3/11/1935"
1935.02.14,Feb,14,1935,australia,new south wales,austinmer,Unprovoked,"Thigh lacerated, abrasions",n,m,Surfing (pneumatic surfboard),"V.M. Coppleson (1958), pp.45 & 233"
1935.01.24.b,Jan,24,1935,australia,new south wales,"off ben buckler, near sydney",Unprovoked,"No injury, sleeve ripped",n,m,Fishing,"G.P. Whitley, p.263"
1934.12.31.b,Dec,31,1934,australia,new south wales,georges river at kentucky,Unprovoked,Hands severed,n,f,Splashing,"V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91"
1934.12.31.a,Dec,31,1934,australia,new south wales,"st. georges river at moorebank, near milperra bridge",Unprovoked,"FATAL, left leg bitten ",y,m,Swimming (lead swimmer in race),"V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]"
1934.12.23.b,Dec,23,1934,australia,new south wales,woy woy  on the brisbane waters,Unprovoked,FATAL,y,m,Taken as he dived into the water,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172"
1934.12.23.a,Oct,23,1934,australia,new south wales,woy woy on the brisbane waters,Unprovoked,Leg injured,n,m,Swimming & splashing,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172"
1934.10.02,Oct,22,1934,australia,torres strait,warrior reefs,Unprovoked,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",y,m,Freediving for trochus shell (submerged)," V.M. Coppleson (1958), pp.102-103"
1934.08.26,Aug,26,1934,australia,queensland,off eva island 20 miles from cardwell,Unprovoked,"FATAL, body was not recovered",y,m,Dived into sea from launch & bitten immediately,"G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238"
1934.08.21,Aug,21,1934,croatia,adriatic sea,"susak (rijeka, istria)",Unprovoked,FATAL,y,f,Swimming,"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)"
1934.06.21,Jun,21,1934,australia,new south wales,off mooloolabah,Provoked,Hand bitten while landing shark PROVOKED INCIDENT,n,m,Fishing,"Sydney Morning Herald, 6/23 & 6/25/1934  "
1934.06.20,Jun,20,1934,usa,florida,melbourne,Unprovoked,FATAL,y,m,Standing,"New York Herald Tribune, 6/21/1934 "
1934.04.15,Apr,15,1934,australia,queensland,"elephant rock, currumbin near southport",Unprovoked,Leg lacerated & punctured,n,m,Body surfing,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 "
1934.03.12,Mar,12,1934,australia,new south wales,"dee why, north of queenscliff",Unprovoked,"FATAL, leg & buttocks removed ",y,m,Swimming in hip-deep water,"V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67"
1934.02.24,Feb,24,1934,australia,torres strait,adolphus channel,Unprovoked,"Lacerated knee & foot, deep puncture wounds",n,m,Splashing in water ,"V.M. Coppleson (1958), p.243"
1934.02.22,Feb,22,1934,chile,elqui province,coquimbo,Unprovoked,FATAL,y,m,Fell into the water,"Los Angeles Times, 2/23/1934, p.20"
1934.01.27,Jan,27,1934,australia,new south wales,"lambeth street wharf, georges river, east hills (20 miles from river mouth)",Unprovoked,"Bumped, chest bitten & badly injured",n,m,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,"V.M. Coppleson (1958), pp.67 & 232; A. Sharpe, p.89; J. Borg, p.89"
1933.11.20,Nov,20,1933,australia,torres strait,near boydong cay,Unprovoked,"FATAL, right buttock & thigh bitten ",y,m,Free diving for trochus ,"Cairns Post, 11/29/1933"
1933.11.18,Nov,18,1933,australia,queensland,near barrow point,Unprovoked,"Hand badly injured, right arm surgically amputated above wrist",n,m,Pearl diving,"V.M. Coppleson (1958), p.243"
1933.10.25.R,Oct,25,1933,australia,queensland,off bloomfield river,Unprovoked,Hand severed,n,m,Diving,"Courier-Mail, 10/25/1933"
1933.08.28.b,Aug,28,1933,usa,california,hermosa beach,Provoked,Severely lacerated arm PROVOKED INCIDENT,n,m,"Fishing, caught a 15' shark & took it onboard","D. Baldridge, p.90"
1933.08.28.a,Aug,28,1933,usa,south carolina,"pawleys island, north of charleston",Unprovoked,Right heel & ankle bitten,n,m,Bathing,"E.M. Burton; V.M. Coppleson (1958), pp.153 & 253"
1933.08.26.R,Aug,26,1933,usa,connecticut,mystic river,Unprovoked,Foot bitten,n,f,Swimming,"Hartford Courant, 8/26/1933"
1933.06.21,Jun,21,1933,usa,south carolina,north end of morris island at mouth of charleston harbor,Unprovoked,Right knee & left leg bitten,n,m,Sitting in 3' of water,"E. M. Burton (1935); V.M. Coppleson (1958), pp.152-153 & 252; Randall in Sharks and Survival, p.350; Note: A. Resciniti lists date as 21-Jul-1933"
1933.06.16,Jun,16,1933,usa,south carolina,"folly island, near charleston",Unprovoked,Left calf bitten,n,f,Standing,E. M. Burton; Note: A. Resciniti lists date as 16-Jul-1933
1933.05.23,May,23,1933,australia,queensland,off stradbroke island,Provoked,Laceration to lower leg by netted shark PROVOKED INCIDENT,n,m,Fishing,"Brisbane Courier, 5/24/1933"
1933.04.10,Apr,10,1933,usa,florida,miami beach,Unprovoked,FATAL,y,m,Swimming,"New York Herald Tribune, 4/12/1933"
1933.02.26,Feb,26,1933,australia,new south wales,sydney,Unprovoked,Abrasions to legs,n,m,Standing on his hands,"Townsville Daily Bulletin, 2/27/1933"
1933.02.15.R,Feb,15,1933,australia,torres strait,"barrow point, 100 miles north of cooktown, queensland",Unprovoked,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",n,m,Diving for trochus  from dinghy when seized by shark 6' below the surface,"La Crosse Tribune And Leader-Press, 5/15/1933; V.M. Coppleson.Q12. (1933); V.M. Coppleson, p.242"
1933.02.12,Feb,12,1933,australia,south australia,"port river, adelaide",Provoked,Forearm injured by hooked shark PROVOKED INCIDENT,n,m,Fishing,"The Advertiser, 2/13/1933"
1932.12.11.R,Dec,11,1932,australia,northern territory,arnhem land,Unprovoked,Leg bitten,n,m,,"Sunday Times (Perth), 12/11/1932 "
